,habit,disorder,void_volume,molecule_name,crystal_system,calculated_density,packing_coefficient,2theta_0,2theta_1,2theta_2,2theta_3,2theta_4,2theta_5,2theta_6,2theta_7,2theta_8,2theta_9,Fe,S,Y,W,Sn,Ni,Ag,Na,Er,P,Hg,N,Rh,F,Dy,Co,La,Tm,K,Nd,C,Pt,Ti,Rb,Ga,U,Sm,Ge,As,Sc,V,Lu,Gd,H,Mn,Yb,Cs,Th,Mg,Cr,I,Sb,Be,Ca,Ce,Al,In,Cd,Sr,Np,Eu,Ir,Tb,Pu,Re,Hf,Ru,Li,Au,Cu,B,Ho,Mo,Ba,Pd,Zn,Pb,Se,Pr,Nb,Cl,Br,Te,Zr,Bi,Si,O
3566,,0,11.35,cifs/HOGQIF_clean.cif,triclinic,1.802546754262647,0.6431579219303004,7.32,7.34,7.300000000000001,7.359999999999999,7.28,7.5,7.38,7.52,7.48,15.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3567,,0,32.94166151309009,cifs/HOGSIG_clean.cif,triclinic,1.1981454232751525,0.4789292497625831,8.22,8.2,8.24,8.18,8.26,8.16,9.92,8.280000000000001,9.9,9.940000000000001,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3568,,0,30.795454545454547,cifs/HOGTOM_clean.cif,triclinic,1.7725241625444448,0.5295052838305433,7.6,7.58,7.62,7.5600000000000005,7.640000000000001,7.54,7.66,7.52,7.68,7.5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,48
3569,,0,18.972922502334267,cifs/HOHJAR_clean.cif,triclinic,1.3990879491565955,0.5850429621755692,8.84,8.86,8.82,8.879999999999999,8.72,8.74,8.8,8.7,11.9,8.76,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3570,,0,83.93023255813954,cifs/HOHMEX_manual.cif,triclinic,0.3158940690658714,0.13974489795918368,7.48,7.46,7.5,7.4399999999999995,7.52,7.34,7.32,7.359999999999999,7.42,7.38,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3571,,0,12.39010989010989,cifs/HOJHUL_clean.cif,triclinic,1.3838266013717146,0.6141129172009843,8.84,8.82,8.86,8.8,15.14,13.26,15.16,13.24,15.120000000000001,13.28,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3572,,0,55.01665686850872,cifs/HOJJUN_clean.cif,triclinic,1.0700644410677735,0.369946026215838,7.1,7.08,11.780000000000001,7.12,7.0600000000000005,11.76,11.8,7.140000000000001,11.74,7.04,0,36,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
3573,,0,10.688259109311742,cifs/HOJLEY_clean.cif,triclinic,1.4109864384998005,0.6073164803111327,6.76,6.78,6.74,6.8,13.84,13.82,13.86,6.72,13.8,13.88,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3574,,0,68.27626918536009,cifs/HOJLID_clean.cif,triclinic,0.6083092953661016,0.2755463219452139,11.82,11.8,11.84,11.780000000000001,6.68,6.66,7.34,11.86,11.76,7.359999999999999,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,32
3575,,0,43.52363666364161,cifs/HOJLUP_clean.cif,triclinic,0.8972308036950964,0.413739888478756,5.62,5.64,5.6,5.66,5.58,5.68,5.5600000000000005,7.4399999999999995,7.42,5.7,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,32
3576,,0,27.6,cifs/HOJNIF_clean.cif,triclinic,1.2340069567357508,0.5075012197105221,9.96,9.940000000000001,9.98,9.92,10.0,9.9,10.280000000000001,10.3,10.02,10.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,16,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
3577,,0,29.38775510204082,cifs/HOJNOL_clean.cif,triclinic,1.2322812186687504,0.5061816736235341,9.98,10.0,9.96,10.02,9.940000000000001,10.32,10.04,9.92,10.34,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,16,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
3578,,0,27.880690737833596,cifs/HOJNUR01_clean.cif,triclinic,1.2731103648779407,0.5169046259280411,10.100000000000001,10.08,10.120000000000001,10.06,10.14,10.04,10.440000000000001,10.46,10.42,10.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,16,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
3579,,0,29.963369963369964,cifs/HOJNUR_clean.cif,triclinic,1.2316742897925828,0.5058064997018485,9.98,9.96,10.0,9.940000000000001,10.02,10.32,10.34,10.04,9.92,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,16,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
3580,,0,29.65986394557823,cifs/HOJPAZ_clean.cif,triclinic,1.235748386971594,0.5072003577817531,9.98,10.0,9.96,10.02,9.940000000000001,10.04,10.34,10.32,10.36,10.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,16,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
3581,,0,29.115646258503403,cifs/HOJPED_clean.cif,triclinic,1.245614411768185,0.5094341980306892,10.02,10.0,10.04,9.98,10.06,9.96,10.36,10.379999999999999,10.34,10.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,16,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
3582,,0,28.728414442700156,cifs/HOJPIH_clean.cif,triclinic,1.2505586031733242,0.5113510271405008,10.02,10.0,10.04,9.98,10.06,10.379999999999999,9.96,10.08,10.36,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,16,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
3583,,0,46.26322751322751,cifs/HOKGUJ_clean.cif,triclinic,1.2233076953665352,0.43333421927997073,8.22,8.24,8.2,8.26,8.18,8.280000000000001,10.76,10.74,10.780000000000001,8.16,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,16,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
3584,,0,31.86181634457497,cifs/HOKLIE_clean.cif,triclinic,1.3136808505731985,0.5098069474703462,6.4,6.42,6.38,9.84,6.4399999999999995,9.82,9.86,9.8,6.36,6.46,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,120
3585,,0,57.088425167314874,cifs/HOLQIK_clean.cif,triclinic,0.9131619924830443,0.3425824174482995,6.96,6.9399999999999995,6.98,6.92,7.0,6.9,7.02,6.88,6.02,7.04,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,128
3586,,0,47.26582715197516,cifs/HOMRIL_clean.cif,triclinic,0.8275396022817894,0.37572449642625083,7.2,7.18,7.220000000000001,7.16,8.24,9.04,9.02,8.22,8.26,7.24,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3587,,0,83.06963074271319,cifs/HOMXIR_manual.cif,triclinic,0.3944586353734019,0.1516214974784603,6.6,6.62,6.58,6.5600000000000005,6.54,6.640000000000001,6.52,6.66,6.5,8.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,78
3588,,0,52.53869663807552,cifs/HOMZEP_clean.cif,triclinic,1.304789851167455,0.400024312206498,8.96,8.94,8.98,8.92,9.0,8.9,9.02,5.58,8.879999999999999,5.5600000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,24,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
3589,,0,38.18775510204082,cifs/HONXAL_clean.cif,triclinic,1.4287296224271353,0.49179179455981714,10.26,10.280000000000001,10.24,5.16,10.3,5.14,5.18,10.219999999999999,5.12,10.32,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,68
3590,,0,18.073593073593074,cifs/HOPHUP_clean.cif,triclinic,2.0428206925979215,0.6262038073908175,12.7,12.719999999999999,12.68,12.74,12.66,12.76,12.64,13.42,13.4,12.780000000000001,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3591,,0,26.307189542483663,cifs/HOPYEQ01_clean.cif,triclinic,2.2334475676669965,0.5059523809523809,13.16,13.14,13.18,13.120000000000001,10.46,13.2,10.48,10.440000000000001,10.5,7.66,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,32
3592,,0,27.712418300653596,cifs/HOPYEQ_clean.cif,triclinic,2.225782034520142,0.5034547152194211,13.14,13.120000000000001,13.16,13.1,10.440000000000001,10.46,13.18,10.42,10.48,13.08,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,32
3593,,0,30.8,cifs/HOQMIL01_clean.cif,triclinic,1.1604046792075047,0.5246714070243482,8.4,8.379999999999999,8.42,8.36,8.44,8.34,8.46,8.32,8.48,8.3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3594,,0,31.43076923076923,cifs/HOQMIL02_clean.cif,triclinic,1.1461569626038153,0.5185564942157235,8.34,8.36,8.32,8.379999999999999,8.3,8.4,8.280000000000001,8.42,8.26,8.44,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3595,,0,31.353846153846156,cifs/HOQMIL03_clean.cif,triclinic,1.1539587002781935,0.5193812272919778,8.379999999999999,8.36,8.4,8.34,8.42,8.32,8.44,8.3,8.46,8.280000000000001,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3596,,0,35.37037037037037,cifs/HOQMIL04_clean.cif,triclinic,1.1406838480108372,0.514413172676478,8.34,8.32,8.36,8.3,8.379999999999999,8.280000000000001,8.4,8.26,8.42,8.24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3597,,0,32.34074074074074,cifs/HOQMIL_clean.cif,triclinic,1.1342218810577447,0.5127966025119726,8.26,8.280000000000001,8.24,8.3,8.22,8.32,8.2,8.34,8.18,8.36,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3598,,0,25.63443072702332,cifs/HOQMUX_clean.cif,triclinic,1.2380662348044107,0.554985158023398,8.98,8.96,9.0,8.94,9.02,8.92,9.04,8.9,9.06,8.879999999999999,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3599,,0,29.651821862348175,cifs/HOQNEI_clean.cif,triclinic,1.1810805613654727,0.5337764134354603,8.58,8.56,8.6,8.54,8.620000000000001,8.52,8.64,8.5,8.66,8.48,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3600,,0,34.73639455782313,cifs/HOQNOS_clean.cif,triclinic,1.2011101465675262,0.5081214024633994,8.120000000000001,8.1,8.14,8.08,8.16,8.06,8.18,8.04,8.2,8.02,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3601,,0,19.085714285714285,cifs/HORCOH_clean.cif,triclinic,2.3976484135837373,0.5904686398872445,13.92,13.94,13.9,14.540000000000001,13.96,14.52,14.56,13.88,14.5,13.98,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3602,,0,19.54285714285714,cifs/HORCUN_clean.cif,triclinic,2.3305933324934816,0.5853006812309138,13.86,13.88,13.84,14.46,13.9,14.48,14.44,13.82,14.5,13.92,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3603,,0,28.09573361082206,cifs/HORHAY_clean.cif,triclinic,1.178052677185195,0.5221787837219936,8.2,8.18,8.22,8.16,8.24,17.28,17.3,17.259999999999998,8.14,8.26,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,,0,26.345662661999814,cifs/HORHEC_clean.cif,triclinic,1.1711138646645622,0.5242481337336783,8.3,8.280000000000001,8.32,8.26,17.16,8.34,17.14,17.18,8.24,17.12,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,,0,25.456437423138777,cifs/HORHIG_clean.cif,triclinic,1.1892067254307863,0.531506749866432,8.32,8.34,8.3,8.36,17.259999999999998,17.240000000000002,8.280000000000001,8.379999999999999,17.28,17.22,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3606,,0,14.596491228070175,cifs/HOTFED_clean.cif,triclinic,1.6314102774247863,0.5692653238661064,12.18,12.2,12.16,12.219999999999999,8.6,8.58,12.14,8.620000000000001,12.24,8.56,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,32
3607,,0,28.458720766413077,cifs/HOTWUJ_clean.cif,triclinic,1.983854336024387,0.5383380376518114,11.3,11.32,12.86,11.280000000000001,12.84,12.879999999999999,12.82,11.34,11.26,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3608,,0,20.640522875816995,cifs/HOVGEG_clean.cif,triclinic,1.7363483386439005,0.5728734542293864,7.52,7.54,7.5,7.08,7.5600000000000005,7.1,7.48,7.0600000000000005,6.5600000000000005,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,76
3609,,0,36.234375,cifs/HOVGIK_clean.cif,triclinic,1.1287174054723204,0.478493915993916,8.0,8.02,7.98,8.04,7.96,6.5,6.52,8.06,7.9399999999999995,6.48,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3610,,0,14.645858343337334,cifs/HOVJIN_clean.cif,triclinic,2.3263256866716606,0.6499491139846744,8.08,8.1,8.06,8.120000000000001,8.04,10.76,10.74,8.14,10.780000000000001,8.02,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3611,,0,63.10131195335277,cifs/HOVQAM_clean.cif,triclinic,0.6243199259228966,0.30948872159031765,7.92,7.9399999999999995,7.9,7.96,7.88,7.98,7.859999999999999,11.2,11.219999999999999,8.0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,4,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3612,,0,28.444055944055947,cifs/HOVQUG_clean.cif,triclinic,1.641855168185136,0.5450297263640972,7.720000000000001,7.7,11.04,11.02,7.74,11.06,7.68,15.46,11.0,15.48,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
3613,,0,21.328671328671327,cifs/HOWJEK_clean.cif,triclinic,1.966990307048061,0.5547748792270532,11.82,11.84,11.8,11.86,11.780000000000001,11.879999999999999,11.76,26.62,26.64,19.6,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
3614,,0,54.57063711911358,cifs/HOWPEQ_clean.cif,triclinic,1.216681519831863,0.3474264705882353,8.8,8.82,8.780000000000001,8.84,9.940000000000001,9.92,10.04,9.96,10.06,8.76,0,0,0,0,0,0,8,0,0,0,0,48,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3615,,0,15.418956043956044,cifs/HOWPIU_clean.cif,triclinic,1.8665121099821893,0.5486670245124351,9.879999999999999,9.86,9.9,9.68,9.7,9.84,9.719999999999999,9.66,9.92,9.82,0,0,0,0,0,0,8,0,0,0,0,48,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3616,,0,44.918330308529946,cifs/HOWPOZ_clean.cif,triclinic,1.279872474274914,0.431495323445388,7.84,7.82,7.859999999999999,7.800000000000001,7.88,7.78,7.9,7.76,7.92,7.74,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
3617,,0,56.14695340501792,cifs/HOWPUF_clean.cif,triclinic,0.971773505900266,0.3549405925703113,8.16,8.18,8.14,8.2,8.120000000000001,8.22,7.58,8.34,8.36,8.1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,32
3618,,0,57.41174799346545,cifs/HOWQAM_clean.cif,triclinic,1.0149726448853442,0.35082834983332495,6.5600000000000005,9.379999999999999,9.36,6.58,6.54,9.4,9.34,6.6,6.52,9.42,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
