,habit,disorder,void_volume,molecule_name,crystal_system,calculated_density,packing_coefficient,2theta_0,2theta_1,2theta_2,2theta_3,2theta_4,2theta_5,2theta_6,2theta_7,2theta_8,2theta_9,Fe,S,Y,W,Sn,Ni,Ag,Na,Er,P,Hg,N,Rh,F,Dy,Co,La,Tm,K,Nd,C,Pt,Ti,Rb,Ga,U,Sm,Ge,As,Sc,V,Lu,Gd,H,Mn,Yb,Cs,Th,Mg,Cr,I,Sb,Be,Ca,Ce,Al,In,Cd,Sr,Np,Eu,Ir,Tb,Pu,Re,Hf,Ru,Li,Au,Cu,B,Ho,Mo,Ba,Pd,Zn,Pb,Se,Pr,Nb,Cl,Br,Te,Zr,Bi,Si,O
6150,,0,39.57575757575758,cifs/NAHHAI_clean.cif,triclinic,1.6793886266993225,0.43302195091873225,9.16,9.18,9.14,9.2,9.120000000000001,9.219999999999999,9.1,9.24,9.08,9.26,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
6151,,0,70.58735503179948,cifs/NAHHOW_clean.cif,triclinic,0.7627603347530052,0.2688347763433266,7.18,11.9,11.879999999999999,7.16,7.2,11.92,7.140000000000001,11.86,7.220000000000001,11.940000000000001,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
6152,,0,72.88381261595546,cifs/NAHNES_clean.cif,triclinic,0.5787417825083132,0.23375879286690301,6.3,6.32,6.28,6.34,6.26,6.36,6.24,6.38,6.22,8.54,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
6153,,0,7.6923076923076925,cifs/NAJGAH_clean.cif,triclinic,1.809634734199921,0.6735836627140975,10.379999999999999,10.36,10.68,10.4,10.7,10.66,7.92,10.34,7.9,7.9399999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
6154,,0,28.892299107142854,cifs/NAJMIV_charged.cif,triclinic,1.1713289858784035,0.5069012631094104,8.4,8.379999999999999,8.42,8.36,8.44,8.34,8.46,9.04,9.02,13.66,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
6155,,0,34.12143412143412,cifs/NAJQUN_clean.cif,triclinic,1.2293034400323013,0.5053140096618357,7.76,7.74,7.78,7.720000000000001,7.800000000000001,10.66,10.64,7.7,10.68,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
6156,,0,50.863095238095234,cifs/NAJSUP_clean.cif,triclinic,1.1721197008499697,0.40162814608244957,9.9,9.879999999999999,9.92,9.86,9.940000000000001,9.84,9.96,9.3,9.32,9.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
6157,,0,51.439909297052154,cifs/NAJTAW_clean.cif,triclinic,1.1581378683829953,0.3974341596325125,9.780000000000001,9.76,9.8,9.74,9.82,9.719999999999999,9.84,9.14,9.120000000000001,9.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
6158,,0,48.38095238095238,cifs/NAJTEA_clean.cif,triclinic,1.2258407189852645,0.414409462415103,9.96,9.98,9.940000000000001,10.0,9.92,10.02,9.9,10.04,9.379999999999999,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
6159,,0,46.32967032967033,cifs/NAKLIW_clean.cif,triclinic,1.1591749849692627,0.3952788212106466,9.34,9.36,9.32,9.379999999999999,10.3,10.32,10.280000000000001,9.3,9.4,14.200000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,56
6160,,0,15.445816186556927,cifs/NAKNUK_clean.cif,triclinic,1.425290944954863,0.5979743322927507,9.54,9.52,9.56,10.7,10.68,9.5,9.58,10.719999999999999,10.120000000000001,10.14,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
6161,,0,46.18079289131921,cifs/NALWOO_clean.cif,triclinic,1.0263407797582706,0.41935049241483263,5.66,5.68,5.64,6.76,5.7,6.74,6.78,5.62,6.72,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24
6162,,0,59.43562610229277,cifs/NALYEG_clean.cif,triclinic,1.5741001041832754,0.35261467535974694,5.5600000000000005,5.54,5.58,5.52,5.6,5.5,5.62,10.620000000000001,10.600000000000001,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
6163,,0,60.78145502259804,cifs/NAMDUD_clean.cif,triclinic,0.7713983856578507,0.3306111718787184,9.58,9.600000000000001,9.56,9.620000000000001,9.54,9.64,9.52,14.4,14.38,14.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,192,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
6164,,0,34.07518796992481,cifs/NAMZIL_clean.cif,triclinic,3.8299391432724796,0.4911076646567718,8.84,8.82,8.86,8.8,8.879999999999999,8.780000000000001,10.14,10.16,10.18,10.120000000000001,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
6165,,0,20.759030635573843,cifs/NANMAS_charged.cif,triclinic,1.667128809561806,0.5670429921042522,13.540000000000001,13.56,13.52,13.58,13.5,13.6,13.48,13.620000000000001,13.46,11.719999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
6166,,0,30.623818525519848,cifs/NANMEW_clean.cif,triclinic,1.3860708180658416,0.49572015280951937,6.5,6.52,6.48,6.54,6.46,6.5600000000000005,6.4399999999999995,17.560000000000002,11.719999999999999,11.7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
6167,,0,14.850602051434517,cifs/NANNAU_clean.cif,triclinic,1.300217260072922,0.6026584593425219,9.24,9.219999999999999,9.26,9.2,9.280000000000001,9.18,10.36,10.379999999999999,10.34,9.3,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16
6168,,0,15.11818046677568,cifs/NANNEY_clean.cif,triclinic,1.2905940788589203,0.5993090542145277,9.24,9.26,9.219999999999999,9.280000000000001,9.2,10.34,10.32,9.3,10.36,9.18,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16
6169,,0,64.01449275362319,cifs/NANPUN_clean.cif,triclinic,1.1804051562859479,0.29362654417215744,11.620000000000001,11.64,11.600000000000001,11.66,19.8,11.58,13.46,13.48,19.78,19.82,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6170,,0,76.49942329873126,cifs/NANTII_clean.cif,triclinic,0.6204168004135415,0.2068314214417163,6.5,6.52,6.48,6.54,6.46,6.5600000000000005,11.82,6.4399999999999995,11.8,7.46,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
6171,,0,31.407563025210084,cifs/NANYUX01_charged.cif,triclinic,1.2063266904945313,0.4739714746285394,9.46,9.440000000000001,9.48,9.42,9.5,9.4,9.52,9.379999999999999,9.54,9.36,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24
6172,,0,31.407563025210084,cifs/NANYUX02_charged.cif,triclinic,1.1947155051333678,0.4731216708718811,9.42,9.440000000000001,9.4,9.46,9.379999999999999,9.48,9.36,9.5,9.34,9.52,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24
6173,,0,53.11624649859944,cifs/NANYUX03_clean.cif,triclinic,1.0414373169452682,0.3623264989783696,9.56,9.54,9.58,9.52,9.600000000000001,9.5,9.620000000000001,13.34,9.48,13.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24
6174,,0,26.940993788819878,cifs/NANYUX_charged.cif,triclinic,1.2811293430324997,0.5112985008818343,9.8,9.82,9.780000000000001,9.84,9.76,9.86,9.74,13.700000000000001,13.72,13.68,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24
6175,,0,19.560185185185187,cifs/NANZOS_clean.cif,triclinic,2.520722226970848,0.6130646807823091,17.740000000000002,17.72,8.780000000000001,17.759999999999998,17.700000000000003,8.76,12.42,8.8,12.440000000000001,12.4,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
6176,,0,31.839312546957178,cifs/NAPNEA_clean.cif,triclinic,0.9723281369868673,0.46096284386889885,7.04,7.02,7.0600000000000005,11.5,11.48,7.0,11.52,7.08,11.46,11.54,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,96,48
6177,,0,34.92211113694489,cifs/NAPZOV_clean.cif,triclinic,1.4755215753175808,0.4740694642010431,9.64,9.620000000000001,9.66,9.600000000000001,9.68,9.58,9.7,9.56,9.719999999999999,9.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
6178,,0,27.32542819499341,cifs/NAPZUB_clean.cif,triclinic,1.5532619700999741,0.49858234714003946,10.3,10.32,10.280000000000001,10.34,10.26,10.36,10.24,10.379999999999999,10.219999999999999,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
6179,,0,33.204633204633204,cifs/NAQLAT_clean.cif,triclinic,1.2423187829662676,0.4788941310126401,9.34,9.36,9.32,9.379999999999999,10.34,10.36,9.3,10.32,9.4,10.379999999999999,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,48
6180,,0,62.9150390625,cifs/NAQQED_clean.cif,triclinic,1.161982186048357,0.29923282427280407,6.82,6.8,6.84,6.78,6.86,13.38,6.76,13.36,13.4,6.88,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
6181,,0,62.947591145833336,cifs/NAQQIH_clean.cif,triclinic,0.8755175469262332,0.2985266809509234,6.8,6.78,6.82,6.76,6.84,13.34,6.74,13.32,13.36,13.3,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
6182,,0,64.12760416666666,cifs/NAQQON_clean.cif,triclinic,1.011819096934553,0.2911334120425029,6.640000000000001,6.66,6.62,6.68,6.6,6.7,13.2,13.22,6.58,13.18,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,64
6183,,0,63.753255208333336,cifs/NAQQUT_clean.cif,triclinic,1.0042261044443093,0.29231011412829594,6.640000000000001,6.66,6.62,6.68,6.6,13.2,6.7,13.22,6.58,13.18,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
6184,,0,63.28477280610475,cifs/NAQRAA_clean.cif,triclinic,1.0821932732792972,0.2991371258960596,6.74,6.72,6.76,6.7,6.78,6.68,13.36,13.38,13.34,6.8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,112,0,0,0,0,0,16,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
6185,,0,63.362630208333336,cifs/NAQREE_clean.cif,triclinic,1.0819570315163305,0.2972225574294485,6.74,6.72,6.76,6.7,6.78,13.32,6.68,13.34,6.8,13.3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
6186,,0,9.846390168970814,cifs/NARHAR_charged.cif,triclinic,2.088725414509627,0.6579745701657028,9.06,9.08,9.04,9.1,9.02,5.26,5.24,5.28,9.120000000000001,9.0,0,24,0,0,0,0,0,0,0,0,0,16,0,0,0,0,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
6187,,0,8.411522633744855,cifs/NARHEV_charged.cif,triclinic,2.127205305569325,0.6657506511376481,9.06,9.08,9.04,9.1,9.02,9.120000000000001,5.28,5.3,5.26,9.0,0,24,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
6188,,0,14.487734487734489,cifs/NARMUR_clean.cif,triclinic,2.0883500901190866,0.6096142804948066,14.92,14.94,14.9,14.96,12.24,12.219999999999999,14.88,14.98,12.26,12.2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,48
6189,,0,13.939393939393941,cifs/NARNAY_clean.cif,triclinic,2.184617035047838,0.6145367503726636,15.06,15.040000000000001,15.08,15.02,12.24,12.219999999999999,15.1,15.0,12.26,12.2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,56,0,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
6190,,0,13.881673881673882,cifs/NARNEC_clean.cif,triclinic,2.2103943596772853,0.618449592226271,15.1,15.120000000000001,15.08,15.14,12.219999999999999,15.06,12.2,12.24,15.16,12.18,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
6191,,0,13.506493506493506,cifs/NARNIG_clean.cif,triclinic,2.3418678196860863,0.629995951182833,15.26,15.24,15.28,15.22,12.34,15.3,12.36,15.200000000000001,12.32,10.36,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
6192,,0,12.82738095238095,cifs/NARNOM_clean.cif,triclinic,2.3640195194806135,0.6279834850606909,15.3,15.32,15.28,15.34,15.26,12.280000000000001,12.26,15.36,12.3,15.24,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
6193,,0,12.648809523809524,cifs/NARNUS_clean.cif,triclinic,2.3890283587263754,0.6299238445378151,15.32,15.34,15.3,15.36,15.28,12.280000000000001,15.38,12.3,12.26,15.26,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
6194,,0,13.939393939393941,cifs/NARPAA_clean.cif,triclinic,2.263954669327345,0.6195413268552259,15.16,15.18,15.14,15.200000000000001,12.24,12.219999999999999,15.120000000000001,15.22,12.26,12.2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
6195,,0,13.593073593073592,cifs/NARPEE_clean.cif,triclinic,2.29389399701535,0.6230334316617503,15.22,15.24,15.200000000000001,15.26,15.18,12.24,12.26,12.219999999999999,15.28,15.16,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
6196,,0,26.63082437275986,cifs/NARPOO_clean.cif,triclinic,1.9363749069527278,0.564872393961179,8.3,8.280000000000001,8.32,8.26,8.34,8.36,8.24,8.379999999999999,8.22,8.76,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24
6197,,0,27.24014336917563,cifs/NARPUU_clean.cif,triclinic,1.96606882140499,0.5636143062544932,8.32,8.34,8.3,8.36,8.280000000000001,8.379999999999999,8.26,8.4,8.76,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
6198,,0,14.836363636363636,cifs/NARTUX_clean.cif,triclinic,1.3997244294334623,0.6126763552479816,5.32,5.34,8.34,5.3,5.36,8.32,8.36,8.3,5.28,5.38,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
6199,,0,14.1991341991342,cifs/NARVUA_clean.cif,triclinic,2.1243911634892965,0.6116772732484806,14.98,14.96,15.0,14.94,12.24,12.219999999999999,15.02,12.26,12.2,14.92,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,56,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
6200,,0,21.001031991744064,cifs/NASHAS_clean.cif,triclinic,2.155192757547806,0.5392434412789506,11.56,11.58,14.56,11.54,14.540000000000001,14.58,11.600000000000001,14.52,11.52,14.6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,40,0,0,0,0,0,4,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,56
6201,,0,7.625,cifs/NASMEB_clean.cif,triclinic,1.6733360909406543,0.6356913674560734,13.22,13.2,13.24,13.98,11.940000000000001,14.0,13.96,13.18,11.96,26.740000000000002,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
6202,,0,13.625000000000002,cifs/NASMIF_clean.cif,triclinic,1.7002348971556058,0.6319429590017825,13.26,13.24,13.28,14.02,14.0,13.22,11.98,11.96,26.82,14.6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,2,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
